2019/4/29,ef,上海市Adults,9,"['新梅联合广场中心', '大宁国际中心', '人民广场中心', '五角场中心', '徐家汇中心', '莘庄中心', '中山公园中心', '静安寺中心', '张江中心']"
2019/4/29,ef,北京市Adults,11,"['崇文门新世界中心', '大望路中心', '东直门中心', '复兴门中心', '国贸中心', '三元桥中心', '西直门中心', '亚运村中心', '中关村中心', '万寿路中心', '五道口中心']"
2019/4/29,ef,广州市Adults,5,"['公园前中心', '江南西中心', '天河北中心', '万菱汇中心', '高德置地中心']"
2019/4/29,ef,深圳市Adults,6,"['市民中心中心', '万象中心', '世纪汇中心', '南山中心', '科技园中心', '福田CBD中心']"
2019/4/29,ef,杭州市Adults,4,"['城西中心', '武林中心', '滨江中心', '西溪印象城中心']"
2019/4/29,ef,天津市Adults,3,"['南京路中心', '天津滨海中心', '天津大悦城中心']"
2019/4/29,ef,南京市Adults,3,"['海尚海中心', '建邺万达中心', '南京江宁中心']"
2019/4/29,ef,无锡市Adults,2,"['云蝠中心', '无锡滨湖中心']"
2019/4/29,ef,佛山市Adults,1,['祖庙中心']
2019/4/29,ef,成都市Adults,7,"['天府广场中心', '来福士广场中心', '万象城中心', '凯德金牛中心', '凯德天府中心', '银泰城中心', '双楠伊藤中心']"
2019/4/29,ef,武汉市Adults,4,"['武汉汉街中心', '武汉天地中心', '武汉光谷中心(Lite)', '武汉光谷中心']"
2019/4/29,ef,东莞市Adults,1,['南城中心']
2019/4/29,ef,宁波市Adults,1,['天一中心']
2019/4/29,ef,重庆市Adults,1,['观音桥中心']
2019/4/29,ef,西安市Adults,2,"['西高新中心', '小寨中心']"
2019/4/29,ef,苏州市Adults,2,"['晋合中心', '苏州昆山中心']"
2019/4/29,ef,福州市Adults,2,"['福州鼓楼GLS中心', '福州仓山CSC中心']"
2019/4/29,ef,长沙市Adults,1,['长沙悦方IDC中心']
2019/4/29,ef,上海Kids,23,"['上海 宝山大华中心', '上海 闵行春申中心', '上海 浦东张江中心', '上海 浦东联洋大拇指广场中心', '上海 宝山共江家乐福中心', '上海 大宁国际旗舰中心', '上海 普陀中环百联中心', '上海 国际留学备考中心浦东中心', '上海 国际留学备考中心浦西中心', '上海 虹口龙之梦中心', '上海 普陀我格广场中心', '上海 浦东金桥国际中心', '上海 长宁中山公园中心', '上海 五角场创智天地旗舰中心', '上海 徐汇徐家汇中心', '上海 黄浦中心', '上海 长宁百联西郊中心', '上海 浦东八佰伴中心', '上海 闵行七宝中心', '上海 闵行仲盛商城中心', '上海 徐汇滨江中心', '上海 闵行古北中心', '上海 嘉定南翔中心']"
2019/4/29,ef,昆山Kids,1,['昆山 昆城广场中心']
2019/4/29,ef,北京Kids,16,"['北京 王府井中心', '北京 朝阳望京中心', '北京 朝阳北苑中心', '北京 海淀翠微中心', '北京 朝阳公园中心', '北京 东城安贞中心', '北京 广渠门富贵园中心', '北京 海淀清河华润五彩城中心', '北京 丰台方庄中心', '北京 朝阳西坝河爱琴海中心', '北京 亦庄华联力宝中心', '北京 海淀西直门枫蓝中心', '北京 朝阳大悦城中心', '北京 海淀万柳中心', '北京 远洋未来广场中心', '北京 常营华联中心']"
2019/4/29,ef,广州Kids,13,"['广州 荔湾西门口中心', '广州 番禺万博中心', '广州 越秀环市东中心', '广州 海珠昌岗中心', '广州 天河中山大道中心', '广州 国际留学备考中心广州中心', '广州 越秀东山口中心', '广州 海珠滨江中心', '广州 天河区天河北中心', '广州 海珠工业大道乐峰中心', '广州 白云凯德中心', '广州 越秀北京路中心', '广州 番禺基盛万科中心']"
2019/4/29,ef,深圳Kids,19,"['深圳 南山海雅中心', '深圳 盐田沙头角中心', '深圳 龙华红山荟中心', '深圳 罗湖黄贝岭中心', '深圳 国际留学备考中心华强北中心', '深圳 华强北世纪汇中心', '深圳 布吉星都里中心', '深圳 龙岗世贸中心', '深圳 南山蛇口花园城中心', '深圳 宝安海雅缤纷城中心', '深圳 福田区委中心', '深圳 龙华绿景1866中心', '深圳 百花中心', '深圳 南山西丽中心', '深圳 南山前海中心', '深圳 福田景田中心', '深圳 南山后海中心', '深圳 宝安中心', '深圳 福田深南中中心']"
2019/4/29,ef,重庆Kids,10,"['重庆 万象城中心', '重庆 大竹林中心', '重庆 南坪中心', '重庆 沙坪坝中心', '重庆 杨家坪中心', '重庆 大坪时代天街中心', '重庆 江北源著中心', '重庆 人和中心', '重庆 新壹街中心', '重庆 江北北城天街中心']"
2019/4/29,ef,包头Kids,1,['包头 万达广场中心']
2019/4/29,ef,长春Kids,6,"['长春 净月中信城中心', '长春 吾悦广场中心', '长春 桂林路中心', '长春 经开旗舰中心', '长春 汽车厂中心', '长春 高新中心']"
2019/4/29,ef,长沙Kids,4,"['长沙 奥克斯中心', '长沙 韶山路中心', '长沙 悠游小镇中心', '长沙 北辰凤凰海校区']"
2019/4/29,ef,常熟Kids,1,['常熟 虞景文华中心']
2019/4/29,ef,常州Kids,1,['常州 文化馆中心']
2019/4/29,ef,成都Kids,13,"['成都 万象城（青少儿中心）', '成都 世豪广场中心', '成都 SM广场中心', '成都 大悦城中心', '成都 温江中心', '成都 优品道中心', '成都 金牛凯德中心', '成都 恒大广场中心', '成都 锦华万达广场中心', '成都 苏宁广场中心', '成都 武侯万达广场中心', '成都 奥克斯中心', '成都 来福士中心']"
2019/4/29,ef,慈溪Kids,1,['慈溪 银泰城中心']
2019/4/29,ef,大连Kids,3,"['大连 中山校区', '大连 软件园校区', '大连 星海中心校区']"
2019/4/29,ef,大庆Kids,2,"['大庆 西滨路校区', '大庆 新村校区']"
2019/4/29,ef,东莞Kids,4,"['东莞 西平中心', '东莞 东城万达中心', '东莞 鸿福路第一国际校区', '东莞 厚街中心']"
2019/4/29,ef,东营Kids,1,['东营 东方银座中心']
2019/4/29,ef,佛山Kids,2,"['佛山 南海桂城中心', '佛山 顺德中心']"
2019/4/29,ef,福州Kids,3,"['福州 东百爱琴海中心', '福州 东二环泰禾中心', '福州 东百C馆中心']"
2019/4/29,ef,贵阳Kids,2,"['贵阳 云岩区中心', '贵阳 观山湖万达广场中心']"
2019/4/29,ef,杭州Kids,10,"['杭州 城西学院路校区', '杭州 萧山新世纪广场校区', '杭州 城东校区', '杭州 城北校区', '杭州 临平校区', '杭州 武林校区', '杭州 滨江校区', '杭州 城西银泰校区', '杭州 亲橙里中心', '杭州 萧山万象汇校区']"
2019/4/29,ef,哈尔滨Kids,3,"['哈尔滨 南岗博物馆校区', '哈尔滨 群力王府井中心', '哈尔滨 会展中心校区']"
2019/4/29,ef,合肥Kids,8,"['合肥 滨湖银泰城中心', '合肥 万科城市之光中心', '合肥 金大地1912中心', '合肥 庐江路校区', '合肥 嗑巴逍Ｇ', '合肥 马鞍山路校区', '合肥 滨湖天山大厦校区', '合肥 置地广场校区']"
2019/4/29,ef,呼和浩特Kids,2,"['呼和浩特 长安金座校区', '呼和浩特 香格里拉大酒店校区']"
2019/4/29,ef,惠州Kids,1,['惠州 河南岸中心']
2019/4/29,ef,湖州Kids,1,['湖州 爱山广场中心']
2019/4/29,ef,嘉兴Kids,2,"['嘉兴 万达校区', '嘉兴 汇丰校区']"
2019/4/29,ef,济南Kids,1,['济南 经四路中心']
2019/4/29,ef,金华Kids,1,['金华 万达广场中心']
2019/4/29,ef,锦州Kids,2,"['锦州 凌河中心', '锦州 万达旗舰中心']"
2019/4/29,ef,兰州Kids,1,['兰州 城关区中心']
2019/4/29,ef,南京Kids,8,"['南京 新街口中心', '南京 马台街中心', '南京 百家湖中心', '南京 奥体缤润汇中心', '南京 建邺万达中心', '南京 江宁东山万达中心', '南京 浦口明发外滩广场中心', '南京 仙林万达茂中心']"
2019/4/29,ef,南宁Kids,1,['南宁 金湖广场中心']
2019/4/29,ef,南通Kids,1,['南通 圆融广场中心']
2019/4/29,ef,宁波Kids,4,"['宁波 江东世纪东方广场中心', '宁波 鄞州印象城中心', '宁波 海曙马园路中心', '宁波 高鑫广场中心']"
2019/4/29,ef,青岛Kids,3,"['青岛 市北校区', '青岛 崂山校区', '青岛 市南校区']"
2019/4/29,ef,秦皇岛Kids,2,"['秦皇岛 海港中心', '秦皇岛 新天地购物广场中心']"
2019/4/29,ef,绍兴Kids,1,['绍兴 城市广场中心']
2019/4/29,ef,沈阳Kids,3,"['沈阳 长白中心', '沈阳 和平中心', '沈阳  皇姑中心']"
2019/4/29,ef,石家庄Kids,4,"['石家庄 桥西中心', '石家庄 长安中心', '石家庄 裕华中心', '石家庄 滨江校区']"
2019/4/29,ef,苏州Kids,6,"['苏州 工业园区金湖湾商业街中心', '苏州 高新区易生活购物公园中心', '苏州 工业园区万科美好广场中心', '苏州 吴江区万宝财富商业广场中心', '苏州 工业园区雅戈尔未来城中心', '昆山 昆城广场中心']"
2019/4/29,ef,太原Kids,3,"['太原 万达中心', '太原 双西中心', '太原 亲贤中心']"
2019/4/29,ef,台州Kids,3,"['台州 椒江中心', '台州 玉环中心', '台州 路桥中心']"
2019/4/29,ef,唐山Kids,2,"['唐山 银泰中心', '唐山 凤凰新城中心']"
2019/4/29,ef,天津Kids,7,"['天津 梅江校区', '天津 陆家嘴中心', '天津 鲁能城中心', '天津 和平校区', '天津 晶采校区', '天津 河东校区', '天津 泰达校区']"
2019/4/29,ef,乌鲁木齐Kids,4,"['乌鲁木齐 民主路中心', '乌鲁木齐 友好中心', '乌鲁木齐 昊元中心', '乌鲁木齐 铁路局中心']"
2019/4/29,ef,威海Kids,1,['威海 威高广场中心']
2019/4/29,ef,武汉Kids,8,"['武汉 金桥永旺中心', '武汉 经开永旺中心', '武汉 光谷中心', '武汉 武胜路凯德中心', '武汉 凯德西城中心', '武汉 汉街中心', '武汉 机场河旗舰中心', '武汉 壹方北馆中心']"
2019/4/29,ef,无锡Kids,7,"['无锡 海岸城中心', '无锡 江阴华天中心', '无锡 大剧院中心', '无锡 江阴万达中心', '无锡 太湖广场中心', '无锡 宝龙中心', '无锡 胜利门中心(少儿)']"
2019/4/29,ef,厦门Kids,3,"['厦门 滨北中心', '厦门 五缘湾中心', '厦门 文化宫中心']"
2019/4/29,ef,西安Kids,9,"['西安 经开校区', '西安 小寨校区', '西安 高新校区', '西安 交大校区', '西安 曲江校区', '西安 咸宁路校区', '西安 吉祥路校区', '西安 高新二校区', '西安 龙首校区']"
2019/4/29,ef,徐州Kids,4,"['徐州 淮西万科中心', '徐州 云龙万达中心', '徐州 三胞广场中心', '徐州 创意68中心']"
2019/4/29,ef,烟台Kids,1,['烟台 英语阳光100中心']
2019/4/29,ef,义乌Kids,2,"['义乌 绣湖广场中心', '义乌 万达中心']"
2019/4/29,ef,余姚Kids,2,"['余姚 五彩城中心', '余姚 新西门中心']"
2019/4/29,ef,张家港Kids,2,"['张家港 华昌东方广场中心', '张家港 购物公园中心']"
2019/4/29,ef,郑州Kids,7,"['郑州 索易儿童中心', '郑州 建业总部中心', '郑州 普罗旺世中心', '郑州 中环百货中心', '郑州 青少年宫中心', '郑州 高新公园茂中心', '郑州 嵩山南路中心']"
2019/4/29,ef,镇江Kids,1,['镇江 苏宁广场校区']
2019/4/29,meteni,西安:,3,"['兴正元广场中心', '大都荟中心', '曲江金地中心']"
2019/4/29,meteni,沈阳:,2,"['沈阳铁西中心', '印象城中心']"
2019/4/29,meteni,绵阳:,1,['绵阳万达中心']
2019/4/29,meteni,昆明:,3,"['西山万达中心', '同德广场中心', '柏联中心']"
2019/4/29,meteni,惠州:,2,"['华贸中心', '港惠中心']"
2019/4/29,meteni,长沙:,3,"['万达中心', '王府井中心', '雨花保利中心']"
2019/4/29,meteni,江门:,2,"['蓬江中心', '江门汇悦城教学点']"
2019/4/29,meteni,泉州:,1,['泉州万达中心']
2019/4/29,meteni,南通:,1,['南通印象城中心']
2019/4/29,meteni,南昌:,2,"['红谷滩中心', '美联英语（红谷滩青少中心）']"
2019/4/29,meteni,合肥:,3,"['万象城中心', '包河万达中心', '悦方中心']"
2019/4/29,meteni,昆山:,3,"['注册', '登录', '昆山九方城中心']"
2019/4/29,meteni,绍兴:,1,['绍兴中心']
2019/4/29,meteni,宁波:,2,"['外滩中心', '鄞州中心']"
2019/4/29,meteni,北京:,7,"['中关村中心', '石景山万达中心', '朝阳双井中心', '长楹天街中心', '通州万达中心', '美联出国考试国贸中心', '美联出国考试丹棱中心']"
2019/4/29,meteni,无锡:,1,['海岸城中心']
2019/4/29,meteni,南京:,5,"['新街口大众书局中心', '景枫中心', '建邺万达中心', '江宁万达中心', '印象汇中心']"
2019/4/29,meteni,广州:,6,"['维多利中心', '番禺奥园中心', '万菱汇中心', '番禺万达中心', '白云凯德中心', '白云万达中心']"
2019/4/29,meteni,武汉:,6,"['光谷中心', '创意城中心', '创意城出国考试中心', '国广出国考试中心', '国广中心', '汉阳中心']"
2019/4/29,meteni,中山:,3,"['大信新都汇中心', '小榄百汇时代中心', '利和mini中心']"
2019/4/29,meteni,苏州:,7,"['吴江中心', '绿宝中心', '印象城中心', '久光百货中心', '吴中万达中心', '昆山九方城中心', '常州营地']"
2019/4/29,meteni,佛山:,8,"['禅城中心', '南海中心', '南海万达中心', '南海通用教学点', '乐从中心', '顺德大良中心', '南海万达青少中心', '顺德大信青少中心']"
2019/4/29,meteni,成都:,11,"['科华体验店', '科华北路中心', '双楠中心', '天府中心', '八宝中心', '建设中心', '大悦城中心', '银泰中心', '西宸天街中心', '绿地468中心', '桐梓林营地']"
2019/4/29,meteni,重庆:,9,"['江北中心', '杨家坪中心', '沙坪坝中心', '大坪中心', '南坪中心', '江北财富中心', '大坪mini中心', '重庆解放碑中心', '江北未来国际青少教学点']"
2019/4/29,meteni,厦门:,3,"['思明金榜中心', '湖里万达中心', '湖里万达通用教学点']"
2019/4/29,meteni,东莞:,8,"['南城中心', '东城中心', '星河城mini中心', '长安中心', '厚街中心', '虎门万达中心', '国贸中心', '松山湖营地']"
2019/4/29,meteni,深圳:,11,"['宏发中心', '科学馆中心', '深国投中心', 'CBD中心', '南山中心', '龙华中心', '南山书城Mini中心', '花园城中心', '壹方城中心', '万象汇中心', '出国考试天利中央广场中心']"
2019/4/29,webi,武汉,4,"['武汉中南中心（成人）', '武汉汉口中心（成人）', '武汉徐东中心（成人）', '武汉光谷中心（成人）']"
2019/4/29,webi,泰州,1,['泰州中心（成人）']
2019/4/29,webi,太原,1,['太原茂业天地中心（成人）']
2019/4/29,webi,石家庄,1,['石家庄中心（成人）']
2019/4/29,webi,泰兴,1,['泰兴中心']
2019/4/29,webi,天津,4,"['天津大悦城中心（成人）', '天津万达中心（成人）', '天津平安中心（成人）', '天津金融街中心（成人）']"
2019/4/29,webi,台州,0,[]
2019/4/29,webi,太仓,1,['太仓南洋丽都中心（成人）']
2019/4/29,webi,无锡,5,"['无锡苏宁中心（成人）', '无锡太湖广场中心（成人）', '无锡宝龙新区中心（成人）', '无锡万象城中心（成人）', '无锡东方青少中心']"
2019/4/29,webi,绍兴,1,['绍兴世茂中心（成人）']
2019/4/29,webi,沈阳,2,"['沈阳金融中心（成人）', '沈阳玖伍文化城中心']"
2019/4/29,webi,青岛,5,"['青岛CBD中心（成人）', '青岛李沧乐客城中心（成人）', '青岛大拇指中心（成人）', '青岛南京路中心（成人）', '青岛凯德mall中心（成人）']"
2019/4/29,webi,苏州,4,"['苏州平江中心（成人）', '苏州圆融中心（成人）', '苏州汇邻中心（成人）', '苏州金鹰中心（成人）']"
2019/4/29,webi,泉州,1,['泉州富临新天地中心']
2019/4/29,webi,南昌,2,"['南昌恒茂中心（成人）', '南昌铜锣湾中心（成人）']"
2019/4/29,webi,宁波,2,"['宁波鄞州中心（成人）', '宁波海曙中心（成人）']"
2019/4/29,webi,郑州,1,['郑州曼哈顿中心（成人）']
2019/4/29,webi,淄博,1,['淄博中心（成人）']
2019/4/29,webi,宜昌,1,['宜昌CBD中心']
2019/4/29,webi,张家港,1,['张家港中心（成人）']
2019/4/29,webi,镇江,1,['镇江京口中心（成人）']
2019/4/29,webi,烟台,1,['烟台大悦城购物中心（成人）']
2019/4/29,webi,永康,1,['永康中心（成人）']
2019/4/29,webi,宜兴,1,['宜兴中心（成人）']
2019/4/29,webi,扬州,1,['扬州虹桥坊中心（成人）']
2019/4/29,webi,西安,1,['西安钟楼中心（成人）']
2019/4/29,webi,义乌,1,['浙南义乌中心（成人）']
2019/4/29,webi,厦门,2,"['厦门嘉禾中心（成人）', '厦门思明南路中心（成人）']"
2019/4/29,webi,威海,1,['威海威高广场中心（成人）']
2019/4/29,webi,芜湖,1,['芜湖苏宁中心（成人）']
2019/4/29,webi,乌鲁木齐,1,['乌鲁木齐大十字中心（成人）']
2019/4/29,webi,温州,2,"['温州鹿城中心（成人）', '温州财富中心']"
2019/4/29,webi,南通,3,"['南通崇川中心（成人）', '南通如皋海阳中心（成人）', '南通中南中心（成人）']"
2019/4/29,webi,南京,5,"['南京新百中心（成人）', '南京紫峰中心（成人）', '南京江宁同曦中心（成人）', '南京弘阳中心（成人）', '南京万谷中心（成人）']"
2019/4/29,webi,马鞍山,1,['马鞍山万达中心（成人）']
2019/4/29,webi,昆明,1,['昆明金鹰中心']
2019/4/29,webi,潍坊,1,['潍坊万达广场中心（成人）']
2019/4/29,webi,昆山,2,"['昆山前进中心（成人）', '昆山欧尚中心（成人）']"
2019/4/29,webi,金华,1,['金华中心（成人）']
2019/4/29,webi,江阴,1,['江阴鹦鹉之城中心（成人）']
2019/4/29,webi,嘉兴,1,['嘉兴八佰伴中心（成人）']
2019/4/29,webi,济南,4,"['济南泉城路中心（成人）', '济南和谐广场中心（成人）', '济南经四路万达中心（成人）', '济南高新万达中心（成人）']"
2019/4/29,webi,淮安,1,['淮安中心（成人）']
2019/4/29,webi,湖州,1,['湖州银泰城中心（成人）']
2019/4/29,webi,合肥,2,"['合肥百大中心（成人）', '合肥马鞍山路中心（成人）']"
2019/4/29,webi,杭州,3,"['杭州国大GDA中心（成人）', '杭州城西中心（成人）', '杭州旺角城中心（成人）']"
2019/4/29,webi,福州,1,['福州东方大厦中心']
2019/4/29,webi,徐州,1,['徐州九州大厦中心（成人）']
2019/4/29,webi,东莞,2,"['东莞腾龙中心（成人）', '东莞万达中心（成人）']"
2019/4/29,webi,常熟,1,['常熟中心（成人）']
2019/4/29,webi,佛山,2,"['佛山祖庙中心（成人）', '佛山千灯湖中心（成人）']"
2019/4/29,webi,常德,2,"['常德武陵中心（成人）', '常德万达中心（成人）']"
2019/4/29,webi,大连,4,"['大连青泥洼中心（成人）', '大连天兴中心（成人）', '大连万达中心（成人）', '大连万和汇中心（成人）']"
2019/4/29,webi,成都,3,"['成都银石中心（成人）', '成都苏宁广场中心（成人）', '成都龙湖金楠中心（成人）']"
2019/4/29,webi,慈溪,1,['慈溪中心（成人）']
2019/4/29,webi,长沙,3,"['长沙河西中心（成人）', '长沙黄兴中心（成人）', '长沙旭辉中心（成人）']"
2019/4/29,webi,重庆,5,"['重庆南坪中心（成人）', '重庆沙坪坝中心（成人）', '重庆时代中心（成人）', '重庆源著中心（成人）', '重庆观音桥中心（成人）']"
2019/4/29,webi,常州,4,"['常州武进万达中心（成人）', '常州钟楼宝龙中心（成人）', '常州新区中心（成人）', '常州吾悦中心（成人）']"
2019/4/29,webi,广州,7,"['广州天河中心（成人）', '广州世贸中心（成人）', '广州北京路中心（成人）', '广州陈家祠中心（成人）', '广州江南西中心（成人）', '广州番禺市桥中心（成人）', '广州天河北中心（成人）']"
2019/4/29,webi,北京,7,"['北京国贸中心（成人）', '北京巴沟万柳中心（成人）', '北京东直门中心（成人）', '北京崇文门中心（成人）', '北京太阳宫中心（成人）', '北京亦庄中心（成人）', '北京通州万达中心（成人）']"
2019/4/29,webi,深圳,8,"['深圳华强北中心（成人）', '深圳南山中心（成人）', '深圳福田梅林中心(成人）', '深圳前海中心（成人）', '深圳车公庙中心（成人）', '深圳罗湖书城中心（成人）', '深圳宝安中心（成人）', '深圳龙华中心（成人）']"
2019/4/29,webi,上海,24,"['上海松江区万达广场中心（成人）', '上海嘉定中心（成人）', '上海宝山区万达中心（成人）', '上海南桥中心（成人）', '上海莘庄龙之梦中心（成人）', '上海金桥中心（成人）', '上海中山公园中心（成人）', '上海田林中心（成人）', '上海松江开元中心（成人）', '上海普陀中心（成人）', '上海漫游城中心', '上海宝乐汇中心（成人）', '上海五角场中心（成人）', '上海徐家汇中心（成人）', '上海四川北路中心（成人）', '上海九六广场中心（成人）', '上海人民广场中心（成人）', '上海星空广场中心', '上海张江中心（成人）', '企业培训中心（在线）', '上海浦东联洋中心（成人）', '上海七宝中心（成人）', '上海近铁中心（成人）', '上海凯萨尔南方中心（成人）']"
2019/4/29,wse,深圳市,10,"['CBD 中心', '欢乐海岸中心', '车公庙中心', '华强北九方中心', 'KK Mall 中心', '科学馆中心', '金光华中心', '南山中心', '太古城中心', '深圳企业培训中心']"
2019/4/29,wse,佛山市,1,['东方广场中心']
2019/4/29,wse,无锡市,1,['无锡(恒隆)广场中心']
2019/4/29,wse,苏州市,3,"['观前街中心', '龙湖狮山天街中心', '金鸡湖中心']"
2019/4/29,wse,天津市,6,"['大悦城中心', '万象城中心', '世纪都会中心', '奥城中心', '塘沽中心', '天河城中心']"
2019/4/29,wse,青岛市,2,"['中环广场中心', '黄金广场中心']"
2019/4/29,wse,杭州市,6,"['杭州剧院中心', '大悦城中心', '中山北路中心', '平海路中心', '来福士广场中心', '湖墅路中心']"
2019/4/29,wse,南京市,3,"['新华书店中心', '金鹰世界中心', '上海路中心']"
2019/4/29,wse,上海市,16,"['人民广场中心', '正大广场中心', '梅龙镇广场中心', '五角场中心', '万航渡路中心', '打浦桥中心', '中山公园中心', '静安寺中心', '金茂中心', '徐家汇中心', '宜山路中心', '虹桥中心', '莘庄中心', '新天地中心', '吴中路中心', '世纪汇中心']"
2019/4/29,wse,北京市,19,"['东方广场中心', '国际贸易中心', '公主坟中心', '崇文门中心', '远大中心', '金融街中心', '望京中心', '蓝色港湾中心', '海淀黄庄中心', '马家堡中心', '华尔街英语北京企业培训中心', '酒仙桥中心', '东方银座中心', '上地中心', '大望路中心', '西直门凯德 MALL 中心', '欧美汇中心', '朝阳门中心', '合生汇中心']"
2019/4/29,wse,广州市,10,"['天河财富广场中心', '番禺中心', '太阳新天地中心', '公园前中心', '荔湾中心', '海珠中心', '荣建中心', '体育西中心', '天河北中心', '珠江新城中心']"
